"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CHARTER STATUS","GRADE","ENROLLMENT"
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 4",38
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 5",30
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 6",28
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 7",25
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 8",31
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 9",32
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 10",40
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 11",23
"2019-2020",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","TRADITIONAL ISD/CSD","Grade 12",23
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",98
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Kindergarten",131
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 1",128
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 2",122
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 3",116
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 4",123
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 5",111
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 6",106
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 7",112
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 8",115
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 9","<90"
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 10",105
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 11",94
"2019-2020",20,"BEXAR COUNTY",015914,"FT SAM HOUSTON ISD","TRADITIONAL ISD/CSD","Grade 12",92
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Early Education",34
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",112
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Kindergarten",212
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 1",276
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 2",222
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 3",210
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 4",238
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 5",213
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 6",230
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 7",214
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 8",214
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 9",270
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 10",236
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 11",189
"2019-2020",11,"COOKE COUNTY",049901,"GAINESVILLE ISD","TRADITIONAL ISD/CSD","Grade 12",191
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Early Education",75
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",1042
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Kindergarten",1397
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 1",1528
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 2",1493
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 3",1574
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 4",1553
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 5",1662
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 6",1810
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 7",1744
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 8",1690
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 9",1733
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 10",1767
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 11",1708
"2019-2020",04,"HARRIS COUNTY",101910,"GALENA PARK ISD","TRADITIONAL ISD/CSD","Grade 12",1652
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<450"
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Kindergarten",493
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 1",540
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 2",451
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 3",476
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 4",501
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 5",523
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 6",529
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 7",487
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 8",482
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 9",617
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 10",547
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 11",492
"2019-2020",04,"GALVESTON COUNTY",084902,"GALVESTON ISD","TRADITIONAL ISD/CSD","Grade 12",450
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<20"
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Kindergarten",49
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 1",63
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 2",52
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 3",47
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 4",54
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 5",61
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 6",52
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 7",65
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 8",57
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 9",54
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 10",60
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 11",46
"2019-2020",03,"JACKSON COUNTY",120902,"GANADO ISD","TRADITIONAL ISD/CSD","Grade 12",60
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Early Education",285
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",1900
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Kindergarten",3694
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 1",3729
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 2",3827
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 3",3840
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 4",3952
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 5",4166
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 6",4423
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 7",4346
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 8",4227
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 9",4787
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 10",4365
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 11",4108
"2019-2020",10,"DALLAS COUNTY",057909,"GARLAND ISD","TRADITIONAL ISD/CSD","Grade 12",4052
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",15
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Kindergarten",22
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 1",20
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 2",21
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 3",16
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 4",20
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 5",21
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 6",27
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 7",20
"2019-2020",11,"PARKER COUNTY",184911,"GARNER ISD","TRADITIONAL ISD/CSD","Grade 8",17
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",50
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Kindergarten",47
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 1",52
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 2",55
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 3",45
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 4",58
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 5","<40"
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 6",55
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 7",52
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 8",57
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 9",62
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 10",59
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 11",44
"2019-2020",07,"NACOGDOCHES COUNTY",174903,"GARRISON ISD","TRADITIONAL ISD/CSD","Grade 12",55
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",38
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Kindergarten",34
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 1",33
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 2",34
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 3",32
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 4",29
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 5",45
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 6",36
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 7",48
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 8",28
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 9",43
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 10",35
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 11",34
"2019-2020",07,"PANOLA COUNTY",183904,"GARY ISD","TRADITIONAL ISD/CSD","Grade 12","<20"
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Early Education",15
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",46
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Kindergarten",214
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 1",191
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 2",208
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 3",210
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 4",212
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 5",215
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 6",201
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 7",226
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 8",197
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 9",246
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 10",207
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 11",204
"2019-2020",12,"CORYELL COUNTY",050902,"GATESVILLE ISD","TRADITIONAL ISD/CSD","Grade 12",196
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Pre-kindergarten",250
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Kindergarten",80
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 1",64
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 2",50
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 3",40
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 4",31
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 5",31
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 6",41
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 7",50
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 8",54
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 9",44
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 10",31
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 11",42
"2019-2020",10,"DALLAS COUNTY",057831,"GATEWAY CHARTER ACADEMY","OPEN ENROLLMENT CHARTER","Grade 12",25
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",13
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Kindergarten",19
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 1",17
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 2",20
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 3",19
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 4",14
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 5",18
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 6",20
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 7","<20"
"2019-2020",06,"MILAM COUNTY",166902,"GAUSE ISD","TRADITIONAL ISD/CSD","Grade 8",15
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Pre-kindergarten",315
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Kindergarten",123
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 1",102
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 2",86
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 3",61
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 4",47
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 5",47
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 6",51
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 7",19
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 8",24
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 9",37
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 10",34
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 11",16
"2019-2020",20,"BEXAR COUNTY",015802,"GEORGE GERVIN ACADEMY","OPEN ENROLLMENT CHARTER","Grade 12",15
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Pre-kindergarten",78
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 6",145
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 7",141
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 8",134
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 9",207
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 10",134
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 11",101
"2019-2020",04,"HARRIS COUNTY",101804,"GEORGE I SANCHEZ CHARTER","OPEN ENROLLMENT CHARTER","Grade 12",96
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Early Education","<10"
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Pre-kindergarten","<60"
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Kindergarten",88
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 1",89
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 2",81
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 3",81
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 4",78
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 5",78
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 6",103
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 7",73
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 8",68
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 9",100
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 10",79
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 11",77
"2019-2020",02,"LIVE OAK COUNTY",149901,"GEORGE WEST ISD","TRADITIONAL ISD/CSD","Grade 12",75
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Early Education",65
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Pre-kindergarten",327
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Kindergarten",825
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 1",840
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 2",814
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 3",862
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 4",825
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 5",875
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD","TRADITIONAL ISD/CSD","Grade 6",957
